0,1,2,3,4,5,6,7,8,9,10
rolls/buns,canned beer,,,,,,,,,
pip fruit,pot plants,,,,,,,,,
sausage,yogurt,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
whole milk,cat food,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
chicken,pork,brandy,,,,,,,,
other vegetables,bottled water,shopping bags,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
liver loaf,processed cheese,,,,,,,,,
citrus fruit,sausage,bottled beer,herbs,,,,,,,
other vegetables,other vegetables,,,,,,,,,
tropical fruit,curd,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
beef,pip fruit,,,,,,,,,
domestic eggs,bottled water,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
pip fruit,other vegetables,,,,,,,,,
berries,margarine,,,,,,,,,
brown bread,yogurt,,,,,,,,,
curd,whole milk,,,,,,,,,
root vegetables,beef,,,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
beef,waffles,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
coffee,bottled water,,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
specialty chocolate,sauces,,,,,,,,,
frankfurter,citrus fruit,whole milk,,,,,,,,
packaged fruit/vegetables,margarine,napkins,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
chicken,male cosmetics,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
hygiene articles,yogurt,,,,,,,,,
tropical fruit,napkins,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
rice,coffee,,,,,,,,,
canned beer,frankfurter,chicken,whole milk,softener,vinegar,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,rolls/buns,Instant food products,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
canned beer,baking powder,,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
butter,rolls/buns,,,,,,,,,
bottled beer,curd,,,,,,,,,
frozen meals,canned vegetables,other vegetables,turkey,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,brown bread,pastry,dessert,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,,
beverages,other vegetables,brown bread,,,,,,,,
chocolate,herbs,,,,,,,,,
yogurt,soda,,,,,,,,,
yogurt,white bread,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
hamburger meat,coffee,yogurt,,,,,,,,
whole milk,root vegetables,hygiene articles,,,,,,,,
ice cream,herbs,,,,,,,,,
sausage,frozen meals,,,,,,,,,
ham,whole milk,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
ham,other vegetables,,,,,,,,,
other vegetables,fruit/vegetable juice,coffee,,,,,,,,
sausage,whipped/sour cream,soda,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
hamburger meat,rolls/buns,brown bread,,,,,,,,
chicken,onions,,,,,,,,,
long life bakery product,hard cheese,,,,,,,,,
ham,ice cream,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
beverages,pickled vegetables,,,,,,,,,
meat,chocolate,,,,,,,,,
berries,oil,cat food,,,,,,,,
frankfurter,whole milk,,,,,,,,,
beef,other vegetables,,,,,,,,,
frankfurter,rubbing alcohol,sparkling wine,other vegetables,domestic eggs,white bread,yogurt,soda,,,
sausage,dessert,,,,,,,,,
misc. beverages,bottled beer,dishes,onions,,,,,,,
meat,liver loaf,,,,,,,,,
citrus fruit,rolls/buns,pastry,,,,,,,,
beef,shopping bags,,,,,,,,,
pastry,red/blush wine,,,,,,,,,
dessert,ham,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
yogurt,yogurt,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
tidbits,berries,,,,,,,,,
domestic eggs,whole milk,bottled beer,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk,yogurt,other vegetables,,,
whipped/sour cream,waffles,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
meat,whole milk,,,,,,,,,
curd,citrus fruit,,,,,,,,,
cat food,newspapers,,,,,,,,,
chicken,pastry,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
butter,sauces,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
other vegetables,berries,,,,,,,,,
sausage,domestic eggs,sweet spreads,,,,,,,,
chicken,vinegar,,,,,,,,,
whole milk,cat food,,,,,,,,,
soda,soda,,,,,,,,,
onions,coffee,,,,,,,,,
coffee,butter milk,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
ham,other vegetables,,,,,,,,,
pork,margarine,,,,,,,,,
tropical fruit,bottled beer,domestic eggs,rolls/buns,long life bakery product,other vegetables,skin care,,,,
cooking chocolate,shopping bags,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
UHT-milk,hard cheese,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
butter,newspapers,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
pork,dessert,,,,,,,,,
hamburger meat,chewing gum,curd,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
frozen vegetables,citrus fruit,,,,,,,,,
berries,processed cheese,,,,,,,,,
tropical fruit,soda,,,,,,,,,
canned beer,pork,,,,,,,,,
frankfurter,berries,,,,,,,,,
citrus fruit,onions,,,,,,,,,
pork,tropical fruit,seasonal products,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
other vegetables,other vegetables,pip fruit,specialty bar,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
whole milk,white bread,,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
bottled water,shopping bags,bottled water,,,,,,,,
frozen vegetables,brown bread,rolls/buns,,,,,,,,
pip fruit,vinegar,misc. beverages,,,,,,,,
hard cheese,other vegetables,whole milk,zwieback,,,,,,,
yogurt,red/blush wine,margarine,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frankfurter,oil,other vegetables,,,,,,,,
frozen vegetables,specialty bar,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
sausage,frankfurter,grapes,sausage,dog food,misc. beverages,napkins,artif. sweetener,,,
tropical fruit,hamburger meat,tea,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
canned beer,tropical fruit,kitchen towels,,,,,,,,
UHT-milk,pastry,,,,,,,,,
herbs,soups,,,,,,,,,
whole milk,onions,pickled vegetables,,,,,,,,
whole milk,soda,soda,fruit/vegetable juice,,,,,,,
salt,domestic eggs,,,,,,,,,
pork,pastry,,,,,,,,,
rolls/buns,tropical fruit,coffee,chocolate,,,,,,,
other vegetables,zwieback,oil,,,,,,,,
frankfurter,pot plants,brown bread,,,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
butter milk,snack products,packaged fruit/vegetables,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
brandy,soap,chewing gum,,,,,,,,
ham,brown bread,,,,,,,,,
ham,other vegetables,,,,,,,,,
popcorn,citrus fruit,,,,,,,,,
frankfurter,soda,,,,,,,,,
frozen vegetables,chocolate marshmallow,,,,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
meat,beef,curd,,,,,,,,
other vegetables,soda,yogurt,,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
sausage,bottled beer,,,,,,,,,
cat food,coffee,,,,,,,,,
white bread,jam,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
onions,rolls/buns,,,,,,,,,
bottled water,canned beer,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
packaged fruit/vegetables,waffles,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
ketchup,whole milk,,,,,,,,,
sausage,other vegetables,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
ice cream,candy,canned beer,,,,,,,,
bottled water,canned beer,,,,,,,,,
bottled beer,candy,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
sausage,root vegetables,,,,,,,,,
pork,UHT-milk,rolls/buns,cleaner,newspapers,,,,,,
pip fruit,soda,,,,,,,,,
liquor,domestic eggs,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
hard cheese,napkins,bottled water,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
fruit/vegetable juice,whipped/sour cream,hygiene articles,,,,,,,,
margarine,UHT-milk,brown bread,,,,,,,,
chicken,soda,dishes,,,,,,,,
ice cream,specialty chocolate,semi-finished bread,,,,,,,,
misc. beverages,napkins,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
frankfurter,white bread,,,,,,,,,
whole milk,soda,other vegetables,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
beef,sausage,,,,,,,,,
beef,other vegetables,,,,,,,,,
hamburger meat,soda,hard cheese,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
whipped/sour cream,other vegetables,shopping bags,,,,,,,,
ice cream,white bread,whole milk,bottled water,,,,,,,
hamburger meat,bottled water,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
tropical fruit,brandy,whole milk,canned fish,,,,,,,
bottled water,tropical fruit,,,,,,,,,
organic sausage,processed cheese,oil,,,,,,,,
waffles,fruit/vegetable juice,,,,,,,,,
liquor,chicken,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
yogurt,berries,butter,pastry,,,,,,,
pickled vegetables,bottled beer,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
onions,canned beer,,,,,,,,,
other vegetables,whole milk,soups,shopping bags,,,,,,,
shopping bags,soap,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
waffles,bottled water,,,,,,,,,
root vegetables,white bread,,,,,,,,,
curd,sliced cheese,frozen fish,,,,,,,,
canned beer,napkins,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
pastry,beverages,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
canned beer,frozen meals,pastry,,,,,,,,
rolls/buns,beef,,,,,,,,,
other vegetables,soap,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
soda,coffee,,,,,,,,,
napkins,specialty chocolate,other vegetables,,,,,,,,
ham,whipped/sour cream,soda,light bulbs,,,,,,,
canned beer,sugar,,,,,,,,,
pot plants,newspapers,brown bread,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
whole milk,salty snack,rolls/buns,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
canned beer,soda,white bread,,,,,,,,
yogurt,root vegetables,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
beef,napkins,,,,,,,,,
bottled water,whole milk,,,,,,,,,
sausage,white bread,,,,,,,,,
yogurt,flour,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
chicken,curd,,,,,,,,,
citrus fruit,candy,,,,,,,,,
citrus fruit,skin care,,,,,,,,,
frankfurter,whipped/sour cream,other vegetables,,,,,,,,
condensed milk,domestic eggs,,,,,,,,,
frankfurter,sausage,,,,,,,,,
whole milk,Instant food products,pip fruit,canned beer,,,,,,,
shopping bags,newspapers,curd,hard cheese,,,,,,,
napkins,citrus fruit,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
sausage,bottled beer,,,,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
sausage,pork,sugar,,,,,,,,
whipped/sour cream,yogurt,processed cheese,rolls/buns,,,,,,,
other vegetables,whole milk,,,,,,,,,
fruit/vegetable juice,rolls/buns,packaged fruit/vegetables,ice cream,rolls/buns,pasta,margarine,pip fruit,,,
spread cheese,cooking chocolate,,,,,,,,,
curd,bottled water,tropical fruit,other vegetables,,,,,,,
chicken,soda,shopping bags,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
citrus fruit,frozen dessert,,,,,,,,,
sausage,chicken,canned beer,pip fruit,,,,,,,
yogurt,pastry,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
rolls/buns,bottled beer,dishes,pip fruit,whole milk,hard cheese,brown bread,soda,,,
other vegetables,specialty bar,,,,,,,,,
other vegetables,whole milk,tropical fruit,yogurt,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
pip fruit,pip fruit,whipped/sour cream,shopping bags,domestic eggs,soda,cake bar,frozen meals,,,
soda,soda,,,,,,,,,
onions,tropical fruit,,,,,,,,,
onions,canned beer,flower (seeds),,,,,,,,
liquor,sugar,,,,,,,,,
sausage,pip fruit,chocolate,,,,,,,,
soda,curd,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
soda,domestic eggs,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
tropical fruit,shopping bags,hard cheese,,,,,,,,
whole milk,soda,,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
hamburger meat,whole milk,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
meat,rolls/buns,,,,,,,,,
onions,specialty cheese,canned fish,,,,,,,,
sausage,pastry,coffee,,,,,,,,
frankfurter,other vegetables,whole milk,ready soups,brandy,,,,,,
whole milk,frozen vegetables,,,,,,,,,
sausage,sausage,whole milk,canned fruit,cake bar,,,,,,
canned beer,male cosmetics,white wine,ice cream,,,,,,,
frankfurter,canned beer,soda,,,,,,,,
citrus fruit,white bread,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
root vegetables,citrus fruit,whole milk,chewing gum,,,,,,,
sausage,whole milk,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
pork,long life bakery product,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
newspapers,pastry,,,,,,,,,
whole milk,bottled water,whole milk,,,,,,,,
hamburger meat,dessert,,,,,,,,,
yogurt,popcorn,,,,,,,,,
white bread,hygiene articles,,,,,,,,,
sauces,ice cream,,,,,,,,,
whole milk,curd cheese,root vegetables,pastry,,,,,,,
bottled beer,whole milk,,,,,,,,,
soda,root vegetables,,,,,,,,,
soda,napkins,,,,,,,,,
butter,rolls/buns,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
coffee,other vegetables,margarine,domestic eggs,,,,,,,
butter,rolls/buns,,,,,,,,,
turkey,packaged fruit/vegetables,frozen vegetables,,,,,,,,
shopping bags,napkins,,,,,,,,,
root vegetables,pastry,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
chicken,soda,,,,,,,,,
bottled water,curd,,,,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
margarine,frozen meals,dish cleaner,yogurt,,,,,,,
butter milk,brown bread,,,,,,,,,
soft cheese,flower (seeds),,,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
tropical fruit,berries,chocolate,,,,,,,,
bottled water,root vegetables,,,,,,,,,
beverages,chocolate,,,,,,,,,
hamburger meat,chocolate,processed cheese,,,,,,,,
pastry,detergent,rice,,,,,,,,
seasonal products,salt,,,,,,,,,
meat,coffee,,,,,,,,,
whole milk,hamburger meat,beverages,bottled water,,,,,,,
canned beer,soda,,,,,,,,,
yogurt,berries,,,,,,,,,
specialty chocolate,frozen vegetables,other vegetables,cream cheese ,,,,,,,
root vegetables,brown bread,,,,,,,,,
yogurt,curd,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
chicken,tropical fruit,specialty chocolate,curd,citrus fruit,whole milk,semi-finished bread,,,,
soda,roll products ,,,,,,,,,
bottled water,butter milk,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
soda,bottled water,,,,,,,,,
beverages,long life bakery product,hygiene articles,,,,,,,,
whole milk,root vegetables,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
shopping bags,root vegetables,curd,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
meat,detergent,roll products ,,,,,,,,
root vegetables,dessert,,,,,,,,,
onions,bottled water,,,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
frozen meals,other vegetables,,,,,,,,,
bottled beer,herbs,,,,,,,,,
cling film/bags,napkins,,,,,,,,,
whole milk,napkins,,,,,,,,,
chicken,whole milk,rolls/buns,,,,,,,,
other vegetables,instant coffee,instant coffee,hygiene articles,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
salty snack,napkins,sugar,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
whole milk,pastry,,,,,,,,,
napkins,other vegetables,pot plants,,,,,,,,
soda,yogurt,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
prosecco,chewing gum,,,,,,,,,
frozen fish,soda,vinegar,,,,,,,,
white bread,flour,,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
grapes,coffee,,,,,,,,,
butter,shopping bags,,,,,,,,,
whole milk,domestic eggs,syrup,,,,,,,,
beef,domestic eggs,,,,,,,,,
soda,frozen dessert,,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
finished products,pastry,,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
fish,candy,rolls/buns,,,,,,,,
specialty chocolate,root vegetables,popcorn,soups,,,,,,,
sausage,bottled water,,,,,,,,,
rolls/buns,soda,,,,,,,,,
hamburger meat,hygiene articles,,,,,,,,,
citrus fruit,specialty bar,Instant food products,jam,,,,,,,
frozen vegetables,pastry,,,,,,,,,
other vegetables,beverages,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
chocolate,white wine,,,,,,,,,
bottled water,sugar,,,,,,,,,
photo/film,vinegar,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
beverages,chewing gum,rolls/buns,,,,,,,,
frozen meals,abrasive cleaner,,,,,,,,,
salad dressing,hard cheese,,,,,,,,,
berries,whole milk,,,,,,,,,
root vegetables,white wine,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
whipped/sour cream,butter milk,,,,,,,,,
pork,cream cheese ,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
yogurt,softener,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
chicken,whole milk,butter,soda,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
citrus fruit,sweet spreads,,,,,,,,,
soda,red/blush wine,,,,,,,,,
whipped/sour cream,shopping bags,pasta,,,,,,,,
chicken,rolls/buns,,,,,,,,,
white bread,shopping bags,,,,,,,,,
canned vegetables,pasta,,,,,,,,,
chicken,soda,canned fish,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
yogurt,male cosmetics,sugar,salt,,,,,,,
root vegetables,frankfurter,frankfurter,fruit/vegetable juice,bottled water,rolls/buns,detergent,bottled beer,male cosmetics,,
specialty chocolate,yogurt,hard cheese,pastry,,,,,,,
frankfurter,salty snack,dental care,,,,,,,,
UHT-milk,margarine,,,,,,,,,
beef,bottled beer,,,,,,,,,
meat,dessert,,,,,,,,,
yogurt,butter,,,,,,,,,
canned beer,bottled water,,,,,,,,,
beef,waffles,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
sausage,pastry,soda,,,,,,,,
soda,yogurt,,,,,,,,,
dishes,yogurt,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
whole milk,butter,,,,,,,,,
tropical fruit,other vegetables,fruit/vegetable juice,,,,,,,,
chocolate,whipped/sour cream,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
onions,instant coffee,,,,,,,,,
dessert,shopping bags,,,,,,,,,
beef,other vegetables,,,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
yogurt,processed cheese,,,,,,,,,
brown bread,yogurt,,,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
whole milk,other vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
whole milk,white bread,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,rice,,,,,,,,,
root vegetables,frankfurter,other vegetables,mayonnaise,,,,,,,
other vegetables,soda,,,,,,,,,
tropical fruit,oil,,,,,,,,,
pork,pastry,,,,,,,,,
whole milk,napkins,,,,,,,,,
white wine,pastry,hard cheese,coffee,hygiene articles,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
tropical fruit,bottled water,dishes,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
soft cheese,onions,,,,,,,,,
sugar,bottled water,,,,,,,,,
bottled water,hamburger meat,pastry,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
chicken,yogurt,,,,,,,,,
waffles,yogurt,,,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
whole milk,frankfurter,whole milk,curd,canned vegetables,,,,,,
root vegetables,hard cheese,,,,,,,,,
other vegetables,frozen vegetables,whole milk,,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
meat,citrus fruit,,,,,,,,,
misc. beverages,cream cheese ,,,,,,,,,
citrus fruit,cat food,,,,,,,,,
coffee,berries,pickled vegetables,,,,,,,,
citrus fruit,soda,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
sausage,rolls/buns,,,,,,,,,
pip fruit,butter,,,,,,,,,
whole milk,brown bread,,,,,,,,,
frankfurter,citrus fruit,other vegetables,condensed milk,,,,,,,
dessert,chocolate,,,,,,,,,
napkins,napkins,,,,,,,,,
whole milk,ham,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
other vegetables,cream cheese ,yogurt,yogurt,whole milk,waffles,curd,fruit/vegetable juice,,,
ham,citrus fruit,sugar,ice cream,whole milk,chocolate marshmallow,specialty bar,candy,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
shopping bags,newspapers,,,,,,,,,
sausage,fruit/vegetable juice,salt,,,,,,,,
beef,margarine,baking powder,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
whole milk,brown bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
bottled water,yogurt,newspapers,soda,,,,,,,
sausage,yogurt,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
nuts/prunes,butter,brown bread,,,,,,,,
beef,citrus fruit,whole milk,yogurt,,,,,,,
beef,spread cheese,misc. beverages,,,,,,,,
pastry,other vegetables,,,,,,,,,
chewing gum,cake bar,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
chewing gum,soda,,,,,,,,,
yogurt,white bread,salty snack,,,,,,,,
shopping bags,dessert,other vegetables,bottled water,margarine,,,,,,
root vegetables,nut snack,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
curd cheese,red/blush wine,margarine,,,,,,,,
